order_id,date,region,category,segment,channel,unit_price,quantity,discount,revenue,profit,year,month,quarter,profit_margin
ORD-00030,2021-01-09 11:16:21.556311,Latin America,Home & Garden,Corporate,Mobile App,235.27,14,0.0,3293.83,927.98,2021,1,1,0.2817
ORD-00031,2021-01-09 18:16:55.403080,North America,Electronics,Corporate,Online,583.64,14,0.0,8170.94,2609.08,2021,1,1,0.3193
ORD-00032,2021-01-10 01:17:29.249849,Europe,Food & Beverage,Consumer,Mobile App,22.14,14,0.05,294.5,139.54,2021,1,1,0.4738
ORD-00033,2021-01-10 08:18:03.096619,Asia-Pacific,Food & Beverage,Consumer,Online,33.54,5,0.0,167.71,51.13,2021,1,1,0.3049
ORD-00034,2021-01-10 15:18:36.943388,Europe,Home & Garden,Home Office,In-Store,271.94,5,0.05,1291.7,376.8,2021,1,1,0.2917
ORD-00035,2021-01-10 22:19:10.790158,North America,Home & Garden,Consumer,In-Store,257.88,11,0.15,2411.13,810.63,2021,1,1,0.3362
ORD-00036,2021-01-11 05:19:44.636927,Europe,Home & Garden,Home Office,In-Store,80.77,6,0.0,484.61,175.1,2021,1,1,0.3613
ORD-00037,2021-01-11 12:20:18.483696,Asia-Pacific,Home & Garden,Home Office,Mobile App,113.75,12,0.2,1091.98,380.63,2021,1,1,0.3486
ORD-00038,2021-01-11 19:20:52.330466,North America,Electronics,Home Office,In-Store,917.25,13,0.0,11924.23,4321.12,2021,1,1,0.3624
ORD-00039,2021-01-12 02:21:26.177235,North America,Electronics,Consumer,Mobile App,662.31,4,0.15,2251.85,657.48,2021,1,1,0.292
ORD-00040,2021-01-12 09:22:00.024004,North America,Clothing,Consumer,Online,161.59,2,0.15,274.71,82.31,2021,1,1,0.2996
ORD-00041,2021-01-12 16:22:33.870774,Asia-Pacific,Sports & Outdoors,Home Office,In-Store,87.61,6,0.0,525.65,168.6,2021,1,1,0.3207
ORD-00042,2021-01-12 23:23:07.717543,North America,Home & Garden,Home Office,Online,288.65,13,0.2,3001.93,1112.51,2021,1,1,0.3706
ORD-00043,2021-01-13 06:23:41.564312,Middle East & Africa,Home & Garden,Corporate,In-Store,248.07,5,0.05,1178.31,413.32,2021,1,1,0.3508
ORD-00044,2021-01-13 13:24:15.411082,Europe,Home & Garden,Home Office,Online,107.39,3,0.0,322.17,157.03,2021,1,1,0.4874
ORD-00045,2021-01-13 20:24:49.257851,Middle East & Africa,Home & Garden,Home Office,Mobile App,194.03,4,0.05,737.31,300.57,2021,1,1,0.4077
ORD-00046,2021-01-14 03:25:23.104620,Latin America,Sports & Outdoors,Corporate,In-Store,68.99,3,0.25,155.22,65.61,2021,1,1,0.4227
ORD-00047,2021-01-14 10:25:56.951390,Europe,Home & Garden,Home Office,Mobile App,146.74,3,0.15,374.2,156.48,2021,1,1,0.4182
ORD-00048,2021-01-14 17:26:30.798159,North America,Food & Beverage,Home Office,Mobile App,63.67,4,0.0,254.69,94.14,2021,1,1,0.3696
ORD-00049,2021-01-15 00:27:04.644928,North America,Food & Beverage,Home Office,Online,40.61,2,0.05,77.16,41.99,2021,1,1,0.5442
ORD-00050,2021-01-15 07:27:38.491698,North America,Electronics,Corporate,In-Store,816.08,4,0.0,3264.33,852.64,2021,1,1,0.2612
ORD-00051,2021-01-15 14:28:12.338467,Asia-Pacific,Food & Beverage,Consumer,Mobile App,34.63,10,0.05,329.03,103.56,2021,1,1,0.3147
ORD-00052,2021-01-15 21:28:46.185237,North America,Clothing,Home Office,Online,155.39,11,0.05,1623.86,544.64,2021,1,1,0.3354
ORD-00053,2021-01-16 04:29:20.032006,North America,Electronics,Corporate,Online,548.63,2,0.0,1097.26,564.42,2021,1,1,0.5144
ORD-00054,2021-01-16 11:29:53.878775,Europe,Home & Garden,Home Office,Online,249.72,14,0.05,3321.22,1745.83,2021,1,1,0.5257
ORD-00055,2021-01-16 18:30:27.725545,Latin America,Food & Beverage,Corporate,In-Store,27.07,10,0.2,216.55,109.1,2021,1,1,0.5038
ORD-00056,2021-01-17 01:31:01.572314,North America,Sports & Outdoors,Home Office,In-Store,116.28,8,0.05,883.7,331.46,2021,1,1,0.3751
ORD-00057,2021-01-17 08:31:35.419083,North America,Clothing,Corporate,Online,114.23,10,0.15,970.95,509.15,2021,1,1,0.5244
ORD-00058,2021-01-17 15:32:09.265853,North America,Food & Beverage,Consumer,In-Store,47.17,5,0.0,235.85,65.93,2021,1,1,0.2795
ORD-00059,2021-01-17 22:32:43.112622,Latin America,Clothing,Consumer,Online,109.3,13,0.25,1065.63,474.98,2021,1,1,0.4457
ORD-00060,2021-01-18 05:33:16.959391,Asia-Pacific,Electronics,Consumer,In-Store,625.32,7,0.0,4377.26,2325.06,2021,1,1,0.5312
ORD-00061,2021-01-18 12:33:50.806161,North America,Clothing,Home Office,In-Store,198.21,11,0.05,2071.28,986.9,2021,1,1,0.4765
ORD-00062,2021-01-18 19:34:24.652930,North America,Clothing,Corporate,Online,70.91,4,0.15,241.08,80.37,2021,1,1,0.3334
ORD-00063,2021-01-19 02:34:58.499699,North America,Electronics,Home Office,Online,916.8,10,0.15,7792.78,3625.6,2021,1,1,0.4653
ORD-00064,2021-01-19 09:35:32.346469,North America,Clothing,Home Office,In-Store,128.29,6,0.0,769.72,260.5,2021,1,1,0.3384
ORD-00065,2021-01-19 16:36:06.193238,Middle East & Africa,Electronics,Corporate,Online,597.27,13,0.05,7376.23,2090.97,2021,1,1,0.2835
ORD-00066,2021-01-19 23:36:40.040008,Asia-Pacific,Home & Garden,Home Office,Online,212.05,12,0.1,2290.11,1065.28,2021,1,1,0.4652
ORD-00067,2021-01-20 06:37:13.886777,Europe,Electronics,Corporate,Online,993.18,14,0.0,13904.5,4223.74,2021,1,1,0.3038
ORD-00068,2021-01-20 13:37:47.733546,Latin America,Food & Beverage,Corporate,Online,50.16,10,0.1,451.48,127.91,2021,1,1,0.2833
ORD-00069,2021-01-20 20:38:21.580316,North America,Home & Garden,Consumer,In-Store,267.55,4,0.0,1070.21,444.7,2021,1,1,0.4155
ORD-00070,2021-01-21 03:38:55.427085,Asia-Pacific,Food & Beverage,Consumer,Mobile App,24.07,6,0.0,144.4,62.99,2021,1,1,0.4362
ORD-00071,2021-01-21 10:39:29.273854,Latin America,Sports & Outdoors,Consumer,In-Store,171.59,1,0.0,171.59,45.53,2021,1,1,0.2653
ORD-00072,2021-01-21 17:40:03.120624,Europe,Home & Garden,Corporate,Online,139.96,6,0.0,839.78,211.07,2021,1,1,0.2513
ORD-00073,2021-01-22 00:40:36.967393,Asia-Pacific,Home & Garden,Consumer,Online,152.81,6,0.15,779.34,401.06,2021,1,1,0.5146
ORD-00074,2021-01-22 07:41:10.814162,North America,Electronics,Corporate,In-Store,738.92,2,0.05,1403.94,399.53,2021,1,1,0.2846
ORD-00075,2021-01-22 14:41:44.660932,North America,Home & Garden,Home Office,Online,175.18,12,0.05,1997.05,849.08,2021,1,1,0.4252
ORD-00076,2021-01-22 21:42:18.507701,North America,Home & Garden,Consumer,In-Store,151.63,10,0.0,1516.27,812.82,2021,1,1,0.5361
ORD-00077,2021-01-23 04:42:52.354470,Europe,Clothing,Corporate,Mobile App,89.33,10,0.0,893.32,360.52,2021,1,1,0.4036
ORD-00078,2021-01-23 11:43:26.201240,Asia-Pacific,Electronics,Corporate,Online,781.48,9,0.05,6681.69,1950.65,2021,1,1,0.2919
ORD-00079,2021-01-23 18:44:00.048009,Middle East & Africa,Clothing,Corporate,Mobile App,120.89,6,0.0,725.36,266.97,2021,1,1,0.3681
ORD-00080,2021-01-24 01:44:33.894778,Europe,Home & Garden,Corporate,Mobile App,137.59,12,0.15,1403.46,613.61,2021,1,1,0.4372
ORD-00081,2021-01-24 08:45:07.741548,Latin America,Clothing,Consumer,Online,72.79,11,0.25,600.55,287.57,2021,1,1,0.4788
ORD-00082,2021-01-24 15:45:41.588317,Asia-Pacific,Home & Garden,Consumer,Online,245.87,13,0.15,2716.89,1173.92,2021,1,1,0.4321
ORD-00083,2021-01-24 22:46:15.435087,North America,Electronics,Consumer,In-Store,944.74,7,0.05,6282.54,1635.31,2021,1,1,0.2603
ORD-00084,2021-01-25 05:46:49.281856,Europe,Home & Garden,Corporate,In-Store,111.31,2,0.1,200.36,58.69,2021,1,1,0.2929
ORD-00085,2021-01-25 12:47:23.128625,North America,Clothing,Home Office,Online,81.86,2,0.2,130.98,47.35,2021,1,1,0.3615
ORD-00086,2021-01-25 19:47:56.975395,Asia-Pacific,Electronics,Corporate,In-Store,440.23,2,0.05,836.43,386.19,2021,1,1,0.4617
ORD-00087,2021-01-26 02:48:30.822164,Middle East & Africa,Food & Beverage,Home Office,Mobile App,79.42,10,0.1,714.78,303.99,2021,1,1,0.4253
ORD-00088,2021-01-26 09:49:04.668933,North America,Electronics,Consumer,Mobile App,921.72,13,0.1,10784.09,2840.62,2021,1,1,0.2634
ORD-00089,2021-01-26 16:49:38.515703,Asia-Pacific,Electronics,Corporate,Online,292.12,11,0.1,2891.95,1414.35,2021,1,1,0.4891
ORD-00090,2021-01-26 23:50:12.362472,Asia-Pacific,Clothing,Corporate,In-Store,173.23,9,0.1,1403.14,605.51,2021,1,1,0.4315
ORD-00091,2021-01-27 06:50:46.209241,Europe,Food & Beverage,Consumer,Online,20.08,3,0.1,54.21,27.98,2021,1,1,0.5161
ORD-00092,2021-01-27 13:51:20.056011,Europe,Sports & Outdoors,Corporate,Mobile App,95.61,13,0.1,1118.61,419.81,2021,1,1,0.3753
ORD-00093,2021-01-27 20:51:53.902780,Europe,Home & Garden,Home Office,Online,280.56,4,0.15,953.9,378.76,2021,1,1,0.3971
ORD-00094,2021-01-28 03:52:27.749549,North America,Food & Beverage,Home Office,Online,78.0,1,0.05,74.1,27.54,2021,1,1,0.3717
ORD-00095,2021-01-28 10:53:01.596319,North America,Electronics,Home Office,Online,928.29,1,0.1,835.46,389.94,2021,1,1,0.4667
ORD-00096,2021-01-28 17:53:35.443088,North America,Food & Beverage,Corporate,Online,49.53,4,0.0,198.11,94.23,2021,1,1,0.4756
ORD-00097,2021-01-29 00:54:09.289857,Europe,Home & Garden,Corporate,Mobile App,137.14,14,0.15,1631.96,762.08,2021,1,1,0.467
ORD-00098,2021-01-29 07:54:43.136627,North America,Clothing,Home Office,Online,181.05,2,0.0,362.09,122.2,2021,1,1,0.3375
ORD-00099,2021-01-29 14:55:16.983396,Latin America,Electronics,Corporate,Online,816.37,8,0.05,6204.39,2734.95,2021,1,1,0.4408
ORD-00100,2021-01-29 21:55:50.830166,Europe,Clothing,Home Office,In-Store,87.28,13,0.15,964.46,339.06,2021,1,1,0.3516
ORD-00101,2021-01-30 04:56:24.676935,Asia-Pacific,Home & Garden,Consumer,Online,171.17,4,0.1,616.2,308.26,2021,1,1,0.5003
ORD-00102,2021-01-30 11:56:58.523704,Europe,Clothing,Home Office,In-Store,181.04,3,0.0,543.12,144.76,2021,1,1,0.2665
ORD-00103,2021-01-30 18:57:32.370474,Europe,Home & Garden,Consumer,Online,276.83,3,0.0,830.49,217.02,2021,1,1,0.2613
ORD-00104,2021-01-31 01:58:06.217243,Middle East & Africa,Clothing,Consumer,In-Store,145.49,6,0.2,698.34,195.89,2021,1,1,0.2805
ORD-00105,2021-01-31 08:58:40.064012,North America,Electronics,Consumer,Online,884.3,12,0.0,10611.6,3297.12,2021,1,1,0.3107
ORD-00106,2021-01-31 15:59:13.910782,North America,Clothing,Home Office,In-Store,46.29,13,0.0,601.74,157.23,2021,1,1,0.2613
ORD-00107,2021-01-31 22:59:47.757551,Asia-Pacific,Clothing,Home Office,Online,136.74,6,0.1,738.37,200.46,2021,1,1,0.2715
ORD-00108,2021-02-01 06:00:21.604320,North America,Electronics,Corporate,Online,845.09,6,0.1,4563.5,1559.88,2021,2,1,0.3418
ORD-00109,2021-02-01 13:00:55.451090,North America,Electronics,Corporate,In-Store,243.34,6,0.1,1314.03,367.85,2021,2,1,0.2799
ORD-00110,2021-02-01 20:01:29.297859,Europe,Electronics,Consumer,Online,984.47,8,0.1,7088.21,3477.63,2021,2,1,0.4906
ORD-00111,2021-02-02 03:02:03.144628,North America,Electronics,Home Office,Online,1060.46,8,0.15,7211.1,1919.31,2021,2,1,0.2662
ORD-00112,2021-02-02 10:02:36.991398,Europe,Clothing,Corporate,Online,78.07,9,0.2,562.1,293.63,2021,2,1,0.5224
ORD-00113,2021-02-02 17:03:10.838167,North America,Sports & Outdoors,Corporate,Online,208.2,1,0.1,187.38,95.8,2021,2,1,0.5113
ORD-00114,2021-02-03 00:03:44.684936,Latin America,Food & Beverage,Corporate,Mobile App,64.09,10,0.0,640.86,200.28,2021,2,1,0.3125
ORD-00115,2021-02-03 07:04:18.531706,Asia-Pacific,Food & Beverage,Home Office,Online,58.15,8,0.05,441.93,119.97,2021,2,1,0.2715
ORD-00116,2021-02-03 14:04:52.378475,Asia-Pacific,Clothing,Corporate,Mobile App,174.9,5,0.1,787.05,221.68,2021,2,1,0.2817
ORD-00117,2021-02-03 21:05:26.225245,Europe,Clothing,Consumer,Mobile App,85.7,3,0.05,244.24,102.03,2021,2,1,0.4177
ORD-00118,2021-02-04 04:06:00.072014,Latin America,Electronics,Home Office,Online,936.77,11,0.0,10304.48,4433.76,2021,2,1,0.4303
ORD-00119,2021-02-04 11:06:33.918783,North America,Food & Beverage,Corporate,In-Store,39.52,10,0.05,375.41,129.39,2021,2,1,0.3447
ORD-00120,2021-02-04 18:07:07.765553,Latin America,Food & Beverage,Corporate,In-Store,72.62,3,0.15,185.19,62.79,2021,2,1,0.3391
ORD-00121,2021-02-05 01:07:41.612322,Asia-Pacific,Electronics,Home Office,Online,630.95,6,0.05,3596.41,1472.55,2021,2,1,0.4094
ORD-00122,2021-02-05 08:08:15.459091,Asia-Pacific,Home & Garden,Corporate,Mobile App,88.07,8,0.1,634.08,216.66,2021,2,1,0.3417
ORD-00123,2021-02-05 15:08:49.305861,Europe,Food & Beverage,Corporate,In-Store,44.21,10,0.1,397.86,210.98,2021,2,1,0.5303
ORD-00124,2021-02-05 22:09:23.152630,North America,Clothing,Consumer,Online,77.36,2,0.0,154.72,56.44,2021,2,1,0.3648
ORD-00125,2021-02-06 05:09:56.999399,Europe,Electronics,Home Office,Online,315.48,12,0.05,3596.45,1136.28,2021,2,1,0.3159
ORD-00126,2021-02-06 12:10:30.846169,Asia-Pacific,Food & Beverage,Corporate,Mobile App,25.22,9,0.0,226.98,66.68,2021,2,1,0.2938
ORD-00127,2021-02-06 19:11:04.692938,North America,Home & Garden,Home Office,In-Store,247.22,5,0.05,1174.28,516.11,2021,2,1,0.4395
ORD-00128,2021-02-07 02:11:38.539707,Asia-Pacific,Clothing,Home Office,Online,181.02,5,0.15,769.35,267.73,2021,2,1,0.348
ORD-00129,2021-02-07 09:12:12.386477,North America,Electronics,Consumer,In-Store,1059.42,1,0.1,953.47,292.37,2021,2,1,0.3066
ORD-00130,2021-02-07 16:12:46.233246,North America,Food & Beverage,Consumer,Online,77.28,6,0.0,463.66,154.28,2021,2,1,0.3327
ORD-00131,2021-02-07 23:13:20.080016,North America,Electronics,Home Office,Online,972.2,13,0.0,12638.62,4327.01,2021,2,1,0.3424
ORD-00132,2021-02-08 06:13:53.926785,North America,Food & Beverage,Consumer,Online,22.32,11,0.15,208.68,91.35,2021,2,1,0.4378
ORD-00133,2021-02-08 13:14:27.773554,Europe,Food & Beverage,Consumer,Mobile App,72.81,11,0.0,800.9,242.2,2021,2,1,0.3024
ORD-00134,2021-02-08 20:15:01.620324,North America,Electronics,Corporate,Mobile App,929.95,5,0.0,4649.77,2184.65,2021,2,1,0.4698
ORD-00135,2021-02-09 03:15:35.467093,Middle East & Africa,Electronics,Consumer,Mobile App,343.16,7,0.05,2282.02,779.23,2021,2,1,0.3415
ORD-00136,2021-02-09 10:16:09.313862,Europe,Food & Beverage,Consumer,In-Store,63.84,7,0.1,402.2,159.47,2021,2,1,0.3965
ORD-00137,2021-02-09 17:16:43.160632,North America,Clothing,Corporate,Mobile App,112.4,4,0.15,382.16,170.62,2021,2,1,0.4465
ORD-00138,2021-02-10 00:17:17.007401,Asia-Pacific,Electronics,Corporate,Mobile App,1035.01,5,0.25,3881.3,1603.31,2021,2,1,0.4131
ORD-00139,2021-02-10 07:17:50.854170,Latin America,Home & Garden,Home Office,In-Store,226.9,10,0.0,2268.98,1018.02,2021,2,1,0.4487
ORD-00140,2021-02-10 14:18:24.700940,Asia-Pacific,Clothing,Consumer,In-Store,192.16,14,0.0,2690.21,932.91,2021,2,1,0.3468
ORD-00141,2021-02-10 21:18:58.547709,North America,Clothing,Corporate,In-Store,56.79,8,0.1,408.87,220.4,2021,2,1,0.539
ORD-00142,2021-02-11 04:19:32.394478,Latin America,Electronics,Consumer,In-Store,261.55,2,0.15,444.63,172.38,2021,2,1,0.3877
ORD-00143,2021-02-11 11:20:06.241248,Asia-Pacific,Food & Beverage,Home Office,Mobile App,85.65,1,0.0,85.65,29.68,2021,2,1,0.3465
ORD-00144,2021-02-11 18:20:40.088017,North America,Clothing,Consumer,Mobile App,52.83,14,0.05,702.65,238.14,2021,2,1,0.3389
ORD-00145,2021-02-12 01:21:13.934786,North America,Sports & Outdoors,Consumer,In-Store,120.88,6,0.05,689.0,181.08,2021,2,1,0.2628
ORD-00146,2021-02-12 08:21:47.781556,Europe,Home & Garden,Consumer,Mobile App,215.99,11,0.1,2138.33,973.88,2021,2,1,0.4554
ORD-00147,2021-02-12 15:22:21.628325,North America,Electronics,Corporate,Online,1017.05,14,0.0,14238.71,4681.04,2021,2,1,0.3288
ORD-00148,2021-02-12 22:22:55.475095,Asia-Pacific,Clothing,Corporate,Mobile App,80.73,4,0.2,258.34,138.9,2021,2,1,0.5377
ORD-00149,2021-02-13 05:23:29.321864,Europe,Clothing,Home Office,Online,44.65,13,0.05,551.42,172.67,2021,2,1,0.3131
ORD-00150,2021-02-13 12:24:03.168633,Latin America,Food & Beverage,Consumer,In-Store,53.99,10,0.0,539.9,220.74,2021,2,1,0.4089
ORD-00151,2021-02-13 19:24:37.015403,Europe,Home & Garden,Home Office,In-Store,173.07,3,0.0,519.2,244.36,2021,2,1,0.4706
ORD-00152,2021-02-14 02:25:10.862172,North America,Food & Beverage,Home Office,Mobile App,38.98,7,0.0,272.88,139.45,2021,2,1,0.511
ORD-00153,2021-02-14 09:25:44.708941,North America,Electronics,Corporate,In-Store,1011.51,8,0.1,7282.87,2162.56,2021,2,1,0.2969
ORD-00154,2021-02-14 16:26:18.555711,Europe,Food & Beverage,Consumer,Mobile App,69.95,11,0.1,692.53,377.86,2021,2,1,0.5456
ORD-00155,2021-02-14 23:26:52.402480,Asia-Pacific,Electronics,Consumer,Mobile App,997.3,12,0.0,11967.66,6247.41,2021,2,1,0.522
ORD-00156,2021-02-15 06:27:26.249249,Asia-Pacific,Home & Garden,Home Office,Mobile App,98.83,4,0.05,375.57,202.38,2021,2,1,0.5389
ORD-00157,2021-02-15 13:28:00.096019,North America,Food & Beverage,Consumer,Mobile App,65.97,12,0.15,672.88,340.34,2021,2,1,0.5058
ORD-00158,2021-02-15 20:28:33.942788,North America,Clothing,Corporate,Online,196.02,12,0.0,2352.2,1207.39,2021,2,1,0.5133
ORD-00159,2021-02-16 03:29:07.789557,North America,Clothing,Home Office,Online,137.91,10,0.05,1310.11,562.89,2021,2,1,0.4297
ORD-00160,2021-02-16 10:29:41.636327,Asia-Pacific,Home & Garden,Home Office,In-Store,101.13,12,0.0,1213.53,611.13,2021,2,1,0.5036
ORD-00161,2021-02-16 17:30:15.483096,North America,Home & Garden,Corporate,Online,298.99,11,0.0,3288.86,1349.1,2021,2,1,0.4102
ORD-00162,2021-02-17 00:30:49.329865,Europe,Clothing,Corporate,In-Store,124.53,11,0.05,1301.36,535.46,2021,2,1,0.4115
ORD-00163,2021-02-17 07:31:23.176635,Europe,Clothing,Corporate,In-Store,174.41,6,0.0,1046.46,438.23,2021,2,1,0.4188
ORD-00164,2021-02-17 14:31:57.023404,Latin America,Food & Beverage,Corporate,Mobile App,27.96,13,0.05,345.25,189.51,2021,2,1,0.5489
ORD-00165,2021-02-17 21:32:30.870174,North America,Electronics,Corporate,Mobile App,824.49,11,0.2,7255.48,2041.1,2021,2,1,0.2813
ORD-00166,2021-02-18 04:33:04.716943,North America,Electronics,Corporate,Mobile App,1046.36,11,0.0,11509.92,5659.23,2021,2,1,0.4917
ORD-00167,2021-02-18 11:33:38.563712,Asia-Pacific,Electronics,Home Office,Mobile App,703.82,2,0.0,1407.63,467.32,2021,2,1,0.332
ORD-00168,2021-02-18 18:34:12.410482,Europe,Electronics,Consumer,Mobile App,484.79,8,0.1,3490.52,1250.89,2021,2,1,0.3584
ORD-00169,2021-02-19 01:34:46.257251,North America,Food & Beverage,Consumer,Mobile App,26.42,6,0.0,158.52,43.46,2021,2,1,0.2742
ORD-00170,2021-02-19 08:35:20.104020,Latin America,Sports & Outdoors,Home Office,Online,103.73,11,0.0,1141.02,405.6,2021,2,1,0.3555
ORD-00171,2021-02-19 15:35:53.950790,Asia-Pacific,Food & Beverage,Consumer,In-Store,42.34,9,0.05,362.02,198.11,2021,2,1,0.5472
ORD-00172,2021-02-19 22:36:27.797559,North America,Electronics,Consumer,In-Store,863.96,11,0.2,7602.84,2806.37,2021,2,1,0.3691
ORD-00173,2021-02-20 05:37:01.644328,North America,Food & Beverage,Home Office,Mobile App,30.0,13,0.0,390.05,175.88,2021,2,1,0.4509
ORD-00174,2021-02-20 12:37:35.491098,Europe,Food & Beverage,Consumer,Online,24.93,13,0.2,259.24,74.2,2021,2,1,0.2862
ORD-00175,2021-02-20 19:38:09.337867,Asia-Pacific,Electronics,Consumer,Mobile App,573.25,6,0.1,3095.53,1630.57,2021,2,1,0.5267
ORD-00176,2021-02-21 02:38:43.184636,North America,Sports & Outdoors,Home Office,Online,134.64,6,0.1,727.08,362.32,2021,2,1,0.4983
ORD-00177,2021-02-21 09:39:17.031406,Asia-Pacific,Clothing,Consumer,Online,140.54,12,0.1,1517.85,555.36,2021,2,1,0.3659
ORD-00178,2021-02-21 16:39:50.878175,Asia-Pacific,Sports & Outdoors,Corporate,In-Store,181.93,2,0.0,363.86,129.0,2021,2,1,0.3545
ORD-00179,2021-02-21 23:40:24.724944,North America,Clothing,Home Office,In-Store,182.28,5,0.0,911.42,346.05,2021,2,1,0.3797
ORD-00180,2021-02-22 06:40:58.571714,Asia-Pacific,Food & Beverage,Consumer,Online,37.73,9,0.0,339.54,125.76,2021,2,1,0.3704
ORD-00181,2021-02-22 13:41:32.418483,Middle East & Africa,Electronics,Consumer,In-Store,700.75,1,0.0,700.75,229.44,2021,2,1,0.3274
ORD-00182,2021-02-22 20:42:06.265253,North America,Clothing,Corporate,Online,98.57,4,0.25,295.7,161.82,2021,2,1,0.5472
ORD-00183,2021-02-23 03:42:40.112022,North America,Electronics,Home Office,Online,226.28,10,0.05,2149.66,1060.13,2021,2,1,0.4932
ORD-00184,2021-02-23 10:43:13.958791,Europe,Home & Garden,Home Office,Online,199.06,10,0.05,1891.1,624.78,2021,2,1,0.3304
ORD-00185,2021-02-23 17:43:47.805561,Latin America,Home & Garden,Consumer,In-Store,255.79,14,0.15,3043.91,1657.46,2021,2,1,0.5445
ORD-00186,2021-02-24 00:44:21.652330,Middle East & Africa,Home & Garden,Corporate,Mobile App,68.75,3,0.25,154.68,39.39,2021,2,1,0.2547
