order_id,date,region,category,segment,channel,unit_price,quantity,discount,revenue,profit,profit_margin,discount_pct,margin_pct
ORD-04725,2024-10-11 16:24:52.138427,Asia-Pacific,Home & Garden,Corporate,Mobile App,200.13,11,0.15,1871.19,609.82,0.3259,15.0,32.59
ORD-01908,2022-07-11 22:55:45.789157,Latin America,Electronics,Consumer,Online,821.24,13,0.0,10676.1,5456.23,0.5111,0.0,51.11
ORD-00085,2021-01-25 12:47:23.128625,North America,Clothing,Home Office,Online,81.86,2,0.2,130.98,47.35,0.3615,20.0,36.15
ORD-00228,2021-03-08 07:08:03.216643,Europe,Sports & Outdoors,Corporate,Mobile App,139.33,8,0.0,1114.63,405.38,0.3637,0.0,36.37
ORD-00297,2021-03-28 10:46:58.643728,Asia-Pacific,Electronics,Corporate,Online,892.17,2,0.0,1784.34,736.0,0.4125,0.0,41.25
ORD-01002,2021-10-20 08:24:40.616123,North America,Clothing,Home Office,Online,122.82,2,0.1,221.07,70.58,0.3193,10.0,31.93
ORD-02139,2022-09-17 10:06:04.392878,Asia-Pacific,Electronics,Corporate,In-Store,912.11,8,0.05,6932.07,2387.52,0.3444,5.0,34.44
ORD-00712,2021-07-27 15:41:05.053010,Asia-Pacific,Electronics,Corporate,In-Store,350.65,3,0.0,1051.95,444.09,0.4222,0.0,42.22
ORD-02802,2023-03-30 01:20:04.800960,Asia-Pacific,Electronics,Corporate,In-Store,287.94,7,0.0,2015.59,639.9,0.3175,0.0,31.75
ORD-02528,2023-01-09 00:45:30.786157,Latin America,Clothing,Corporate,Online,57.51,9,0.2,414.08,173.02,0.4178,20.0,41.78
ORD-03753,2024-01-01 19:16:33.078615,North America,Electronics,Consumer,In-Store,462.1,4,0.1,1663.55,550.11,0.3307,10.0,33.07
ORD-03322,2023-08-28 22:13:25.121024,North America,Food & Beverage,Consumer,In-Store,30.37,1,0.1,27.34,13.62,0.4982,10.0,49.82
ORD-03182,2023-07-19 00:54:26.573314,Europe,Food & Beverage,Home Office,Online,83.99,12,0.0,1007.87,421.45,0.4182,0.0,41.82
ORD-04184,2024-05-06 16:19:41.036207,North America,Sports & Outdoors,Consumer,Online,131.29,7,0.0,919.04,326.13,0.3549,0.0,35.49
ORD-01616,2022-04-17 16:11:02.532506,North America,Clothing,Home Office,In-Store,107.52,6,0.0,645.12,306.47,0.4751,0.0,47.51
ORD-03025,2023-06-03 04:25:52.630526,North America,Food & Beverage,Consumer,Online,76.51,14,0.1,963.97,350.72,0.3638,10.0,36.38
ORD-01414,2022-02-17 16:17:05.485097,Europe,Clothing,Corporate,Online,44.51,9,0.1,360.57,160.57,0.4453,10.0,44.53
ORD-00764,2021-08-11 20:10:25.085017,Asia-Pacific,Home & Garden,Consumer,Mobile App,176.71,7,0.05,1175.09,349.68,0.2976,5.0,29.76
ORD-00656,2021-07-11 07:09:29.633926,North America,Electronics,Consumer,Mobile App,499.15,4,0.25,1497.45,515.86,0.3445,25.0,34.45
ORD-04798,2024-11-02 00:06:02.952590,Asia-Pacific,Electronics,Home Office,In-Store,630.93,11,0.05,6593.27,3303.78,0.5011,5.0,50.11
ORD-03850,2024-01-30 03:11:16.215243,Asia-Pacific,Clothing,Home Office,Online,139.38,8,0.1,1003.55,366.62,0.3653,10.0,36.53
ORD-04154,2024-04-27 22:02:45.633126,Asia-Pacific,Electronics,Home Office,Online,1086.15,12,0.0,13033.8,5642.18,0.4329,0.0,43.29
ORD-00469,2021-05-17 16:24:00.288057,Latin America,Food & Beverage,Home Office,Online,25.67,11,0.15,240.02,93.26,0.3886,15.0,38.86
ORD-00158,2021-02-15 20:28:33.942788,North America,Clothing,Corporate,Online,196.02,12,0.0,2352.2,1207.39,0.5133,0.0,51.33
ORD-01296,2022-01-14 05:10:31.566313,Europe,Home & Garden,Home Office,In-Store,109.3,11,0.05,1142.16,510.67,0.4471,5.0,44.71
ORD-00498,2021-05-26 03:40:21.844368,Latin America,Food & Beverage,Consumer,Online,82.47,12,0.0,989.64,484.94,0.49,0.0,49.0
ORD-04741,2024-10-16 08:33:53.686737,Asia-Pacific,Food & Beverage,Home Office,Online,73.89,14,0.1,930.98,246.11,0.2644,10.0,26.44
ORD-02941,2023-05-09 15:38:29.501900,North America,Home & Garden,Home Office,Online,114.17,11,0.15,1067.48,584.2,0.5473,15.0,54.73
ORD-03457,2023-10-07 08:29:34.434886,North America,Home & Garden,Consumer,Online,76.25,4,0.0,305.0,149.03,0.4886,0.0,48.86
ORD-00374,2021-04-19 22:30:24.844968,North America,Electronics,Corporate,Online,878.34,5,0.1,3952.55,2064.69,0.5224,10.0,52.24
ORD-00080,2021-01-24 01:44:33.894778,Europe,Home & Garden,Corporate,Mobile App,137.59,12,0.15,1403.46,613.61,0.4372,15.0,43.72
ORD-01554,2022-03-30 13:36:04.032806,North America,Food & Beverage,Home Office,Online,20.76,3,0.15,52.94,21.91,0.4139,15.0,41.39
ORD-01670,2022-05-03 10:41:30.258051,Europe,Electronics,Consumer,In-Store,653.25,9,0.15,4997.35,1377.77,0.2757,15.0,27.57
ORD-02132,2022-09-15 09:02:07.465493,Asia-Pacific,Home & Garden,Consumer,In-Store,120.97,14,0.05,1608.86,793.45,0.4932,5.0,49.32
ORD-04440,2024-07-20 10:44:05.809161,Asia-Pacific,Food & Beverage,Corporate,Mobile App,24.18,10,0.2,193.45,76.98,0.3979,20.0,39.79
ORD-00466,2021-05-16 19:22:18.747749,Europe,Electronics,Corporate,Mobile App,935.23,14,0.0,13093.27,4729.96,0.3613,0.0,36.13
ORD-00249,2021-03-14 10:19:53.998799,North America,Food & Beverage,Home Office,Online,73.35,4,0.2,234.71,121.56,0.5179,20.0,51.79
ORD-00932,2021-09-29 21:45:11.342268,North America,Sports & Outdoors,Corporate,In-Store,111.38,7,0.1,701.71,226.09,0.3222,10.0,32.22
ORD-01336,2022-01-25 21:33:05.437087,North America,Electronics,Corporate,In-Store,567.65,12,0.05,6471.26,3343.97,0.5167,5.0,51.67
ORD-04525,2024-08-14 06:32:02.784556,North America,Clothing,Corporate,In-Store,75.16,4,0.15,255.55,130.17,0.5094,15.0,50.94
ORD-01339,2022-01-26 18:34:46.977395,Asia-Pacific,Food & Beverage,Corporate,Online,26.99,12,0.05,307.73,95.62,0.3107,5.0,31.07
ORD-01407,2022-02-15 15:13:08.557711,North America,Clothing,Home Office,In-Store,71.4,3,0.0,214.19,74.64,0.3485,0.0,34.85
ORD-01091,2021-11-15 08:14:52.978595,Europe,Clothing,Home Office,Mobile App,70.61,14,0.15,840.31,340.49,0.4052,15.0,40.52
ORD-04210,2024-05-14 06:34:21.052210,Middle East & Africa,Home & Garden,Corporate,Mobile App,187.49,11,0.0,2062.43,764.54,0.3707,0.0,37.07
ORD-00743,2021-08-05 16:58:34.302860,North America,Electronics,Consumer,Online,788.73,9,0.0,7098.57,2081.4,0.2932,0.0,29.32
ORD-02324,2022-11-10 10:50:26.045209,Latin America,Food & Beverage,Home Office,Online,41.68,1,0.05,39.6,19.56,0.4939,5.0,49.39
ORD-03602,2023-11-18 16:51:22.216443,Asia-Pacific,Food & Beverage,Corporate,Online,67.27,4,0.1,242.18,66.52,0.2747,10.0,27.47
ORD-02124,2022-09-13 00:57:36.691338,North America,Food & Beverage,Home Office,Online,87.0,14,0.1,1096.25,310.16,0.2829,10.0,28.29
ORD-02095,2022-09-04 13:41:15.135027,North America,Electronics,Corporate,Online,856.35,5,0.0,4281.77,1736.73,0.4056,0.0,40.56
ORD-00241,2021-03-12 02:15:23.224644,Asia-Pacific,Home & Garden,Corporate,Online,211.55,3,0.05,602.93,265.42,0.4402,5.0,44.02
ORD-02352,2022-11-18 15:06:13.754750,Europe,Food & Beverage,Consumer,Online,57.39,14,0.0,803.51,318.79,0.3967,0.0,39.67
ORD-01371,2022-02-05 02:52:50.074014,North America,Food & Beverage,Corporate,Mobile App,39.61,2,0.0,79.21,40.13,0.5066,0.0,50.66
ORD-01058,2021-11-05 16:56:16.035207,North America,Home & Garden,Corporate,Online,238.0,13,0.1,2784.63,1485.04,0.5333,10.0,53.33
ORD-04817,2024-11-07 13:16:46.041208,North America,Electronics,Home Office,In-Store,501.89,12,0.05,5721.57,2161.23,0.3777,5.0,37.77
ORD-00200,2021-02-28 02:52:15.507101,Asia-Pacific,Sports & Outdoors,Corporate,In-Store,117.3,4,0.2,375.37,119.75,0.319,20.0,31.9
ORD-02281,2022-10-28 21:26:10.634126,North America,Home & Garden,Corporate,Mobile App,130.2,8,0.0,1041.57,403.9,0.3878,0.0,38.78
ORD-04750,2024-10-18 23:38:58.307661,North America,Electronics,Corporate,In-Store,725.47,14,0.15,8633.05,4710.95,0.5457,15.0,54.57
ORD-02221,2022-10-11 08:52:19.827965,Europe,Sports & Outdoors,Consumer,In-Store,191.94,9,0.1,1554.71,792.84,0.51,10.0,51.0
ORD-04772,2024-10-25 09:51:22.936587,North America,Food & Beverage,Consumer,Mobile App,20.0,7,0.1,125.99,62.45,0.4957,10.0,49.57
ORD-02820,2023-04-04 07:30:14.042808,North America,Electronics,Consumer,Mobile App,520.4,10,0.0,5204.02,2180.97,0.4191,0.0,41.91
ORD-03151,2023-07-09 23:36:57.323464,Middle East & Africa,Sports & Outdoors,Corporate,Online,216.63,7,0.15,1288.95,594.2,0.461,15.0,46.1
ORD-04257,2024-05-28 00:00:51.850370,Europe,Clothing,Home Office,Mobile App,122.32,4,0.0,489.3,256.18,0.5236,0.0,52.36
ORD-03108,2023-06-27 10:12:41.912382,Asia-Pacific,Home & Garden,Home Office,In-Store,76.87,6,0.0,461.21,205.08,0.4447,0.0,44.47
ORD-01974,2022-07-31 05:32:59.675935,Latin America,Clothing,Corporate,Mobile App,83.15,8,0.0,665.22,348.33,0.5236,0.0,52.36
ORD-01376,2022-02-06 13:55:39.307861,Europe,Food & Beverage,Corporate,Mobile App,57.41,14,0.1,723.32,309.16,0.4274,10.0,42.74
ORD-03969,2024-03-04 21:18:23.980796,North America,Electronics,Home Office,In-Store,503.68,11,0.0,5540.48,2234.43,0.4033,0.0,40.33
ORD-04063,2024-04-01 08:11:25.577115,Asia-Pacific,Electronics,Home Office,In-Store,909.7,2,0.1,1637.46,647.15,0.3952,10.0,39.52
ORD-04446,2024-07-22 04:47:28.889777,North America,Food & Beverage,Consumer,In-Store,42.1,4,0.15,143.15,66.63,0.4655,15.0,46.55
ORD-03558,2023-11-05 20:26:32.958591,North America,Food & Beverage,Consumer,Online,52.42,12,0.1,566.16,306.85,0.542,10.0,54.2
ORD-00965,2021-10-09 13:03:48.285657,Asia-Pacific,Electronics,Corporate,In-Store,959.26,4,0.05,3645.17,1936.43,0.5312,5.0,53.12
ORD-00180,2021-02-22 06:40:58.571714,Asia-Pacific,Food & Beverage,Consumer,Online,37.73,9,0.0,339.54,125.76,0.3704,0.0,37.04
ORD-03699,2023-12-17 00:46:05.353070,Europe,Sports & Outdoors,Corporate,In-Store,200.62,1,0.1,180.56,91.31,0.5057,10.0,50.57
ORD-03822,2024-01-21 22:55:28.505701,Europe,Home & Garden,Consumer,In-Store,251.64,6,0.2,1207.86,316.81,0.2623,20.0,26.23
ORD-04879,2024-11-25 15:51:44.540908,Europe,Food & Beverage,Corporate,Online,73.37,14,0.2,821.75,282.73,0.3441,20.0,34.41
ORD-03900,2024-02-13 17:39:28.553710,Europe,Food & Beverage,Home Office,Online,19.84,12,0.05,226.21,94.81,0.4191,5.0,41.91
ORD-04488,2024-08-03 11:11:10.454090,North America,Food & Beverage,Home Office,Mobile App,56.14,1,0.0,56.14,20.81,0.3707,0.0,37.07
ORD-03239,2023-08-04 16:26:35.839167,Asia-Pacific,Electronics,Home Office,Online,391.61,10,0.0,3916.14,2055.7,0.5249,0.0,52.49
ORD-02975,2023-05-19 13:57:40.292058,Europe,Sports & Outdoors,Home Office,Online,132.75,3,0.05,378.34,192.19,0.508,5.0,50.8
ORD-03581,2023-11-12 13:39:31.434286,Latin America,Clothing,Corporate,Mobile App,47.1,8,0.0,376.8,134.07,0.3558,0.0,35.58
ORD-02888,2023-04-24 04:08:35.623124,Asia-Pacific,Clothing,Consumer,Mobile App,175.57,6,0.0,1053.4,288.17,0.2736,0.0,27.36
ORD-02576,2023-01-23 01:12:35.431086,North America,Electronics,Consumer,Mobile App,863.26,3,0.0,2589.77,745.75,0.288,0.0,28.8
ORD-01420,2022-02-19 10:20:28.565713,North America,Clothing,Home Office,In-Store,124.56,6,0.1,672.62,369.31,0.5491,10.0,54.91
ORD-03908,2024-02-16 01:43:59.327865,Europe,Food & Beverage,Home Office,Online,45.7,6,0.05,260.5,82.85,0.318,5.0,31.8
ORD-04674,2024-09-26 18:56:05.953190,Asia-Pacific,Sports & Outdoors,Corporate,Mobile App,98.0,11,0.15,916.31,246.09,0.2686,15.0,26.86
ORD-04903,2024-12-02 16:05:16.863372,North America,Sports & Outdoors,Consumer,Mobile App,76.12,3,0.25,171.27,81.48,0.4757,25.0,47.57
ORD-01861,2022-06-28 05:29:14.990998,Asia-Pacific,Food & Beverage,Consumer,Online,37.74,8,0.0,301.95,162.55,0.5383,0.0,53.83
ORD-00009,2021-01-03 08:04:30.774154,Latin America,Food & Beverage,Corporate,Mobile App,41.65,12,0.05,474.76,256.82,0.5409,5.0,54.09
ORD-02895,2023-04-26 05:12:32.550510,North America,Clothing,Corporate,Mobile App,181.42,3,0.0,544.25,291.02,0.5347,0.0,53.47
ORD-02848,2023-04-12 11:46:01.752350,Asia-Pacific,Clothing,Home Office,Mobile App,70.95,7,0.0,496.64,129.88,0.2615,0.0,26.15
ORD-03665,2023-12-07 02:26:54.562912,North America,Sports & Outdoors,Consumer,Online,130.53,7,0.1,822.32,363.61,0.4422,10.0,44.22
ORD-00145,2021-02-12 01:21:13.934786,North America,Sports & Outdoors,Consumer,In-Store,120.88,6,0.05,689.0,181.08,0.2628,5.0,26.28
ORD-02105,2022-09-07 11:46:53.602720,North America,Clothing,Corporate,Mobile App,188.79,5,0.0,943.94,360.31,0.3817,0.0,38.17
ORD-03144,2023-07-07 22:33:00.396079,Latin America,Food & Beverage,Home Office,Mobile App,70.83,6,0.1,382.51,153.27,0.4007,10.0,40.07
ORD-00842,2021-09-03 14:54:25.133026,Europe,Clothing,Home Office,In-Store,105.52,10,0.0,1055.19,566.72,0.5371,0.0,53.71
ORD-01129,2021-11-26 10:36:19.155831,North America,Clothing,Consumer,Online,157.71,1,0.0,157.71,82.47,0.5229,0.0,52.29
ORD-00152,2021-02-14 02:25:10.862172,North America,Food & Beverage,Home Office,Mobile App,38.98,7,0.0,272.88,139.45,0.511,0.0,51.1
ORD-03592,2023-11-15 18:45:43.748749,Latin America,Food & Beverage,Home Office,In-Store,47.68,6,0.0,286.06,130.79,0.4572,0.0,45.72
ORD-01053,2021-11-04 05:53:26.801360,Asia-Pacific,Clothing,Home Office,Online,161.51,7,0.0,1130.54,370.76,0.3279,0.0,32.79
ORD-01591,2022-04-10 08:56:56.363272,Asia-Pacific,Clothing,Consumer,Mobile App,106.88,8,0.15,726.78,289.01,0.3977,15.0,39.77
ORD-03009,2023-05-29 12:16:51.082216,North America,Home & Garden,Corporate,Online,79.8,10,0.1,718.21,284.35,0.3959,10.0,39.59
ORD-02030,2022-08-16 14:04:35.095019,Middle East & Africa,Home & Garden,Home Office,Mobile App,251.43,1,0.05,238.86,103.58,0.4336,5.0,43.36
ORD-03419,2023-09-26 06:08:08.257651,Asia-Pacific,Clothing,Home Office,Mobile App,128.53,13,0.15,1420.21,664.55,0.4679,15.0,46.79
ORD-01808,2022-06-12 17:59:21.112222,North America,Electronics,Consumer,Online,736.25,14,0.2,8245.95,2797.47,0.3393,20.0,33.93
ORD-02697,2023-02-27 09:20:50.890178,Europe,Clothing,Corporate,Online,182.33,14,0.05,2425.01,1306.95,0.5389,5.0,53.89
ORD-03040,2023-06-07 13:34:20.332066,North America,Food & Beverage,Home Office,Online,28.33,4,0.1,101.97,30.09,0.2951,10.0,29.51
ORD-00473,2021-05-18 20:26:15.675135,Latin America,Electronics,Corporate,Online,521.48,5,0.0,2607.42,1241.0,0.4759,0.0,47.59
ORD-03290,2023-08-19 13:55:22.024404,Latin America,Food & Beverage,Corporate,Online,74.7,7,0.1,470.59,215.72,0.4584,10.0,45.84
ORD-04075,2024-04-04 20:18:11.738347,Latin America,Home & Garden,Corporate,In-Store,222.67,2,0.0,445.33,117.96,0.2649,0.0,26.49
ORD-03497,2023-10-19 00:52:08.305661,North America,Electronics,Home Office,Online,745.49,3,0.1,2012.82,855.36,0.425,10.0,42.5
ORD-00280,2021-03-23 11:37:23.248649,Latin America,Electronics,Home Office,Mobile App,277.15,5,0.05,1316.47,359.95,0.2734,5.0,27.34
ORD-01742,2022-05-24 11:22:07.225445,Asia-Pacific,Food & Beverage,Corporate,In-Store,49.68,7,0.05,330.37,122.1,0.3696,5.0,36.96
ORD-04625,2024-09-12 11:28:27.461492,North America,Sports & Outdoors,Consumer,In-Store,182.9,7,0.1,1152.28,368.44,0.3197,10.0,31.97
ORD-02887,2023-04-23 21:08:01.776355,North America,Electronics,Consumer,Mobile App,1105.81,11,0.0,12163.91,4141.91,0.3405,0.0,34.05
ORD-01942,2022-07-21 21:14:56.579315,North America,Food & Beverage,Consumer,In-Store,43.34,13,0.05,535.27,278.72,0.5207,5.0,52.07
